Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
2,11,Saturday,Yes,25.34790012,32.93935539,1806.376492,4,On,On,15.39004349,79.19585224
2,12,Saturday,Yes,28.79738511,44.39125352,1505.012695,3,Off,Off,17.87913625,88.29431992
2,13,Saturday,Yes,27.51066125,32.42067237,1395.755829,0,On,On,12.3694092,82.97342334
2,14,Saturday,Yes,21.67499212,35.91682534,1151.428421,8,Off,On,9.79471359,72.92881578
2,15,Saturday,No,27.88820533,48.11592237,1413.05665,9,Off,On,19.88257834,81.49782676
2,16,Saturday,Yes,22.0104221,54.23916765,1558.20286,3,On,On,10.36996687,69.23100378
2,17,Saturday,No,23.12435844,43.10017333,1369.646669,5,On,Off,26.00157725,75.86536114
2,18,Saturday,No,29.08737283,37.30496715,1315.389227,0,On,On,28.47273722,91.7555391
2,19,Saturday,Yes,26.04721462,35.85152786,1724.805026,5,Off,Off,23.91339127,85.13385609
2,20,Saturday,Yes,26.98789797,56.78537997,1149.656331,0,On,Off,7.502223781,82.56068812
2,21,Saturday,Yes,21.09688967,47.19790617,1353.003219,9,On,On,28.51762602,67.73072438
2,22,Saturday,Yes,29.74091479,34.11704979,1922.882824,5,On,On,28.43948815,96.12930554
2,23,Saturday,No,21.17484269,32.80046311,1119.144616,8,Off,Off,26.39205219,70.83758873
2,0,Sunday,No,26.60848165,48.62548456,1396.978155,6,On,Off,26.78455779,80.9817078
2,1,Sunday,No,20.03628741,38.68758536,1338.633407,0,On,Off,25.77346515,65.35606147
2,2,Sunday,Yes,22.71820691,59.72982547,1727.563495,2,Off,On,13.50220565,72.0400341
2,3,Sunday,No,24.98107044,40.5971235,1774.370614,1,Off,Off,28.8727748,77.12078032
2,4,Sunday,No,21.76691226,53.67990211,1117.851652,7,On,Off,19.92896703,75.34853571
2,5,Sunday,Yes,26.33652802,38.57671253,1351.894372,2,Off,Off,4.689326676,71.39760851
2,6,Sunday,No,27.7595366,46.74498699,1676.765749,1,On,On,4.793696323,86.0852701
2,7,Sunday,No,28.35771876,42.09815575,1974.84366,3,On,Off,14.91297213,93.38115408
2,8,Sunday,Yes,29.95881393,55.97018463,1418.618421,1,On,On,3.530509656,96.82701547
2,9,Sunday,Yes,25.04883514,59.93870799,1655.879783,8,On,Off,20.03670502,80.88730638
2,10,Sunday,Yes,22.59529216,33.60949472,1013.537571,1,On,On,18.21754037,69.22037411
2,11,Sunday,No,24.00912721,45.67662693,1661.566038,5,Off,On,14.08588549,60.91932103
2,12,Sunday,Yes,22.36843591,38.06663189,1244.277768,6,On,On,29.36308708,75.53856591
2,13,Sunday,No,27.5395163,50.86960692,1202.496283,8,Off,On,13.92389479,79.79984375
2,14,Sunday,No,20.2444334,39.79680337,1366.348981,1,On,On,22.4530324,71.54910417
2,15,Sunday,No,29.01783486,32.13479336,1990.998064,2,On,Off,0.299861663,84.69091054
2,16,Sunday,No,26.37917495,56.62360535,1504.340134,4,On,On,13.04260615,83.60757994
2,17,Sunday,No,27.13106991,54.30234046,1728.830513,6,On,Off,14.43909714,75.65001747
2,18,Sunday,No,24.41123228,38.30052851,1657.394673,1,On,On,28.86479154,75.87689148
2,19,Sunday,No,24.37962563,39.06644928,1875.185346,6,On,On,3.872284597,81.09720609
2,20,Sunday,Yes,20.68580659,45.27762438,1943.388751,4,Off,On,1.354592639,65.30920333
2,21,Sunday,Yes,26.3028212,38.0277994,1660.824178,3,Off,On,14.86998234,76.12563634
2,22,Sunday,No,23.20812798,50.52298821,1576.650231,8,Off,Off,23.50979269,73.72564333
2,23,Sunday,Yes,23.46602868,58.22187803,1548.184213,8,Off,Off,5.386863015,70.17277014
2,0,Monday,Yes,22.46008002,49.59210976,1842.110837,7,On,Off,13.60914322,67.46719138
2,1,Monday,No,21.92434239,46.18612734,1495.470672,5,On,Off,18.03722753,76.6542085
2,2,Monday,No,23.97881545,35.23788799,1567.587823,5,Off,On,24.21464207,74.08847513
2,3,Monday,No,22.73120326,52.4317671,1353.693756,3,Off,On,2.744190045,70.68157322
2,4,Monday,Yes,29.67898257,56.63671441,1977.638488,2,Off,On,5.751481334,89.39200619
2,5,Monday,Yes,28.34389954,50.74762688,1345.816776,0,Off,Off,29.94471443,82.97682702
2,6,Monday,Yes,23.75753049,32.63769389,1131.595962,9,On,On,8.015882396,82.21006924
2,7,Monday,No,21.76140109,32.85550264,1521.870374,2,On,On,16.45020001,73.55268633
2,8,Monday,Yes,21.21096323,54.6135702,1698.853156,5,On,On,5.968208256,77.21726258
2,9,Monday,Yes,20.97957693,49.98834659,1495.381761,0,On,On,12.51692594,75.64266579
2,10,Monday,No,26.54625073,41.28842309,1870.844367,6,Off,Off,10.21842348,79.10797905
2,11,Monday,No,22.6156225,59.66429932,1249.856391,4,Off,On,29.74569347,72.99207937
2,12,Monday,No,21.86244659,41.16892155,1858.02594,0,Off,Off,11.79201315,67.25414246
2,13,Monday,Yes,24.52626836,47.72876262,1810.481249,4,On,On,8.670126436,80.1329726
2,14,Monday,No,26.03597935,44.44486873,1558.706039,4,Off,Off,4.739846596,77.54516278
2,15,Monday,No,22.39082226,41.21184932,1672.363708,8,Off,Off,29.77018612,73.93699973
2,16,Monday,No,25.72431059,48.99770537,1839.538794,9,On,Off,28.34469106,90.68396397
2,17,Monday,No,28.73921426,40.61356446,1581.028219,8,On,On,17.37571731,84.48618077
2,18,Monday,Yes,29.9834779,52.30399569,1493.797729,0,Off,On,1.409984111,74.65312778
2,19,Monday,No,27.47582658,36.3306621,1013.072714,1,On,Off,22.89163366,76.26071512
2,20,Monday,Yes,24.21722998,45.40964841,1407.694485,1,Off,Off,8.746844754,64.04592358
2,21,Monday,Yes,22.92128631,45.04984297,1770.6582,4,On,On,19.45268155,77.31037565
2,22,Monday,No,21.35151333,48.12040521,1134.805061,6,Off,On,24.55457558,74.9489798
2,23,Monday,Yes,24.34701566,42.80966918,1361.508571,0,On,On,24.44339854,78.70128233
2,0,Tuesday,No,29.96655439,40.78798271,1770.718733,9,Off,On,27.68349878,85.1702409
2,1,Tuesday,Yes,23.89552403,41.99854406,1297.52281,8,On,Off,13.58030644,83.94589323
2,2,Tuesday,No,29.28538259,58.63841889,1681.295623,0,Off,On,18.16163843,74.34243804
2,3,Tuesday,Yes,27.22762839,50.83306666,1012.174213,7,Off,Off,16.85458402,84.7400975
2,4,Tuesday,No,28.98693963,55.72651108,1114.405885,8,On,On,6.215048525,95.57079969
2,5,Tuesday,No,25.52046425,51.50257537,1024.292134,1,On,Off,2.405428679,79.29740483
2,6,Tuesday,No,20.87472443,36.72812961,1736.05894,7,On,Off,27.85375449,66.56248893
2,7,Tuesday,No,23.37897065,55.59427579,1728.007727,6,On,Off,10.96517091,83.39737387
2,8,Tuesday,No,25.97384509,55.79231404,1958.378935,4,On,Off,3.767237392,84.07356122
2,9,Tuesday,Yes,22.26456678,40.73575249,1315.024311,1,Off,Off,20.5409058,68.01886834
2,10,Tuesday,No,25.51182603,57.98447619,1256.27796,6,Off,Off,20.08215862,79.29216969
2,11,Tuesday,Yes,24.37677484,47.06261507,1269.57325,8,Off,Off,16.22260812,72.42289482
2,12,Tuesday,Yes,26.77358347,42.8745625,1645.146129,0,Off,On,11.10296293,78.65715748
2,13,Tuesday,Yes,28.36480086,49.04873986,1766.269521,9,On,On,7.318066703,92.05846873
2,14,Tuesday,Yes,24.10295422,30.90579841,1214.957598,4,On,On,3.040940518,73.4805151
2,15,Tuesday,Yes,21.25701577,35.17672077,1702.494029,1,On,Off,24.24557385,75.18282329
2,16,Tuesday,Yes,23.50914938,50.84867785,1039.048418,0,Off,Off,9.273329852,72.96232564
2,17,Tuesday,Yes,22.92890892,31.49945724,1173.191087,1,Off,On,6.904323499,79.48897674
2,18,Tuesday,No,20.9666306,57.77128542,1197.554226,6,Off,On,12.17299673,71.97590774
2,19,Tuesday,No,24.8313237,57.25345492,1521.816233,7,Off,Off,21.17786299,70.05016652
2,20,Tuesday,Yes,29.96347008,45.00621224,1402.850557,6,On,Off,27.55156787,88.62840259
2,21,Tuesday,Yes,22.75723753,36.16652806,1338.993034,9,On,Off,9.301831387,74.72368767
2,22,Tuesday,No,29.99867084,40.24384224,1866.074366,3,On,Off,21.10484992,86.84048949
2,23,Tuesday,Yes,27.44671039,54.86061809,1072.045538,6,Off,On,16.05162288,74.3275063
2,0,Wednesday,No,20.27935348,44.4364551,1631.173686,4,On,On,12.66861025,63.298668
2,1,Wednesday,No,29.60794278,53.48252631,1458.125785,0,On,Off,11.73341648,90.27979418
2,2,Wednesday,No,24.12651879,30.76844334,1855.897367,2,On,Off,28.53311776,71.0815677
2,3,Wednesday,No,21.81587758,44.57454914,1706.634595,0,Off,Off,7.475806636,65.44361099
2,4,Wednesday,No,23.11871542,56.43582098,1069.257637,6,On,On,26.02021318,72.51223872
2,5,Wednesday,Yes,21.65038824,48.94623968,1928.157762,0,Off,Off,13.49112132,64.62759468
2,6,Wednesday,Yes,21.11181188,58.7689595,1929.923475,6,On,Off,28.28447642,69.59831785
2,7,Wednesday,Yes,24.80157848,48.89517137,1456.421845,4,On,On,19.82627632,75.91929167
2,8,Wednesday,Yes,28.52216971,39.95780969,1633.900948,3,On,On,10.28731907,90.07860084
2,9,Wednesday,No,24.54524303,46.32449446,1776.670019,6,Off,Off,28.88555815,79.81306116
2,10,Wednesday,Yes,24.77875811,39.14501529,1720.424126,9,Off,Off,14.27638469,72.35976106
2,11,Wednesday,No,27.58947168,40.46900316,1521.920054,8,Off,Off,8.235998295,83.13482274
2,12,Wednesday,Yes,22.33810762,52.79628694,1935.580917,5,Off,Off,18.6837544,69.88707787
2,13,Wednesday,Yes,28.54320478,34.14247653,1284.661812,5,Off,Off,24.01474337,79.68546683
2,14,Wednesday,Yes,23.15954912,32.39728726,1013.993963,8,On,On,27.02675523,85.9483637
2,15,Wednesday,Yes,25.36081241,53.68370098,1497.781305,2,On,Off,22.44743527,74.2580241
2,16,Wednesday,No,27.00329109,42.48058093,1662.270886,9,Off,Off,15.60382902,76.35641844
2,17,Wednesday,Yes,25.07977843,35.18174584,1328.48345,1,On,On,28.29048877,79.6434927
2,18,Wednesday,No,26.97346532,33.66250249,1470.13487,9,Off,Off,17.58934854,70.99655426
2,19,Wednesday,Yes,21.67601269,49.48200699,1020.900764,1,On,On,28.05049478,82.1063365
2,20,Wednesday,No,27.65398675,41.17542628,1850.085514,9,On,Off,28.8977131,88.26987975
2,21,Wednesday,Yes,23.82850402,34.2562567,1303.487056,8,On,On,20.99963968,83.56867192
2,22,Wednesday,No,29.90356446,42.49379181,1677.913622,5,Off,Off,14.89854422,86.33804991
2,23,Wednesday,Yes,28.74811635,48.88802887,1999.982252,6,Off,Off,13.31338282,76.76750273
2,0,Thursday,Yes,26.82476002,44.48031813,1639.72457,0,Off,On,20.64168481,69.98962714
2,1,Thursday,No,24.19147474,46.78944352,1391.984705,7,Off,On,11.09504436,71.83354858
2,2,Thursday,No,22.09821551,40.97286589,1004.110672,4,On,Off,17.96162736,76.93341383
2,3,Thursday,Yes,25.41041221,43.79639912,1988.438474,7,On,On,3.259769336,85.93800098
2,4,Thursday,No,21.32140749,49.25173662,1456.138582,0,On,On,8.356039602,73.76491766
2,5,Thursday,Yes,24.89353003,39.76444688,1171.573759,8,On,On,15.63925603,81.37491575
2,6,Thursday,Yes,20.65343141,57.5286737,1887.513008,4,On,On,10.95825475,64.16044094
2,7,Thursday,No,21.83707121,45.6398194,1256.950175,7,Off,On,23.3073866,70.64422481
2,8,Thursday,Yes,22.64060301,34.75077908,1368.568363,5,On,Off,11.36764106,77.15619925
2,9,Thursday,Yes,21.67949307,46.16724229,1780.306629,0,On,On,22.63854344,67.00711452
2,10,Thursday,Yes,25.83693571,39.91961121,1365.489673,7,Off,Off,19.96532895,83.07131441
2,11,Thursday,No,28.01843862,31.6070045,1848.972478,7,Off,Off,22.5892811,87.40830975
2,12,Thursday,Yes,25.0810286,31.30369837,1555.747609,3,Off,Off,5.219766712,81.3851548
2,13,Thursday,No,27.41799993,54.11174065,1743.000203,3,Off,On,12.65758932,85.55623558
2,14,Thursday,Yes,24.57506756,39.76196305,1229.593896,8,Off,On,14.68528091,71.35978103
2,15,Thursday,Yes,25.03816646,32.48298031,1591.257028,9,On,On,20.96906343,77.81280294
2,16,Thursday,No,23.6010955,52.29507782,1502.556907,5,Off,Off,11.97459575,74.00829413
2,17,Thursday,Yes,21.39132081,49.70370719,1271.287259,4,Off,Off,19.7408747,67.44994385
2,18,Thursday,No,26.77268343,50.96743714,1077.006204,4,Off,On,10.32507507,87.42884439
2,19,Thursday,Yes,21.65418894,49.52798955,1404.67691,8,On,Off,8.181562006,73.94489716
2,20,Thursday,No,28.78103161,36.2983093,1153.793053,1,Off,On,25.6128022,79.66377871
2,21,Thursday,No,21.26410298,53.10358036,1950.1291,3,On,On,23.58646429,67.04524827
2,22,Thursday,No,24.64351697,35.28092919,1728.931522,5,Off,On,27.90264858,75.1460117
2,23,Thursday,No,23.15849344,40.15090339,1257.691922,7,Off,On,8.46875727,68.30644775
2,0,Friday,No,20.59433697,50.11578099,1359.434898,0,Off,Off,24.28675851,77.43311989
2,1,Friday,Yes,28.04502233,47.54905793,1017.976144,3,Off,On,28.68973156,85.27102849
2,2,Friday,Yes,22.23694823,31.93671848,1718.346948,5,Off,On,11.37711481,62.72987332
2,3,Friday,No,23.90781959,47.47699014,1377.292762,4,On,Off,7.06313,73.62123677
2,4,Friday,Yes,29.16942055,48.93452837,1804.773016,6,On,On,9.914354977,86.78020327
2,5,Friday,Yes,21.39657155,59.67847838,1130.632071,3,Off,Off,19.44168405,71.77578114
2,6,Friday,No,22.61967082,33.82695518,1508.402565,6,On,On,27.15259878,74.63895632
2,7,Friday,No,21.99021373,58.50181955,1352.489676,6,Off,Off,6.280063687,64.90307782
2,8,Friday,Yes,27.62188333,52.27517309,1853.970923,8,Off,Off,12.00588118,93.63964381
2,9,Friday,No,28.73284417,44.17064781,1168.937033,9,On,Off,4.099814705,83.29946207
2,10,Friday,No,26.65688869,54.16366826,1539.671618,8,On,Off,28.61894505,89.96406418
2,11,Friday,No,28.6193823,48.85015976,1080.087,5,Off,Off,21.19469566,82.30669219
2,12,Friday,Yes,23.83664678,47.2564355,1705.235156,4,Off,On,25.74817638,66.57731968
2,13,Friday,Yes,23.00534022,48.72050097,1320.285281,6,Off,On,0.297078573,72.75347139
2,14,Friday,Yes,25.13836489,31.30645921,1309.079719,3,On,Off,20.42516313,76.95038939
